source	target	search_result
As dúvidas e ansiedades na busca pela auto-realização, que se dividem entre a família e a vida profissional ainda estão presentes, assim como acontece em várias partes do mundo.	The doubts and anxieties in the persuit of self-fulfillment that is divided between the family and professional life is still present, like it is in many other parts of the world.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Junte-se também a dificuldade económica que se vive na Venezuela e que exige que o trabalho doméstico e no local de trabalho sejam tão fortes quanto produtivos.	Also, the difficult economic situation in Venezuela demands that work in the home and in the workplace be as strong and as productive as possible.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Estou neste curso para aprender e também para encontrar um trabalho de Segunda a Sexta.	I'm in this course to learn and also to find a Monday-Friday job.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Não me sinto bem a fazer tarefas domésticas diariamente, sei que é minha obrigação mas quero ser útil noutras coisas e quero sentir-me satisfeita comigo própria.	I don't feel good doing chores in the house every day, I know that it is my duty but I want to be useful for something else and feel satisfied with myself.	Estou feliz por meus amigos e amigas LGBTs, mas estou feliz sobretudo por nós heterossexuais que nos tornamos um pouquinho menos opressores, com a violência simbólica que exercemos a todo dia para obrigar a todos a terem a mesma orientação sexual que a nossa.
(Na minha opinião) trabalhar é importante porque: - Faz-me sentir que não existem limites para o fazer, tirando aqueles impostos por si mesmos.	[In my opinion] it is important to work because: -It makes me feel like there are no limits to do it, only those one puts on oneself.	(…) Quem nos ataca se esquece que somos homens, e acima de tudo, homens de valor (e armados!).
-Melhora a minha situação económica.	-It improves my economic situation.	Esperamos que o governo mude sua postura.
-Ajuda a preparar-te para o futuro para que alcances objectivos como a compra de uma casa, equipamento, obtenção de benefícios como a pensão, etc.	-It can help you prepare for the future to reach your goals to buy a house, gear, obtain work benefits like a pension, etc.	(…) Quem nos ataca se esquece que somos homens, e acima de tudo, homens de valor (e armados!).
4.- Preciso ter sucesso para dar estabilidade ao meu filho.	4.-I need to succeed to give my son stability.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Que apesar dele me dar tudo, preciso ser independente.	That even though he gives me everything; I have to be independent.	Ele ainda te atende como se você fosse a melhor cliente, a mais especial e que ele ficou muito feliz em ver!
Certamente que não.	Most certainly not.	Of course, not.
Eles queriam derrubar o regime de Saakashvili em 2008?	Did they want to topple the Saakashvili regime in 2008?	Abandonou-os, mesmo.  Mas isso é uma questão que têm de colocar aos responsavéis políticos de então.
Nem perto disso.	Not even close.	Os representantes do povo nada fazem.
Em alguns dias de combates, […] Putin corretamente percebeu que ele poderia sair com a desestabilização de um dos pequenos e estrategicamente localizados países favoritos do ocidente, mas que haveria consequências graves para uma ocupação total e mudança de regime.	Within a couple of days of fighting, […] Putin correctly perceived that he could get away with destabilizing one of the West's favorite little strategically located countries, but there would be serious consequences for a full occupation and regime change.	[com] o afastamento dos militares angolanos, que apesar de inúmeras críticas que lhe podem ser feitas têm sido o garante de alguma estabilidade no país, a Guiné mergulharia numa nova espiral de incerteza.
Indonésia: Ex-editor da Playboy declarado culpado de indecência	Indonesia: Former Playboy editor found guilty of indecency	Photograph: Repúdio ao New Hit: Acusados de Estupro
A Suprema Corte da Iidonésia considerou o ex-editor da Playboy Indonésia culpado de violar as leis sobre indecência do país.	The Supreme Court of Indonesia has found the former editor of Playboy Indonesia guilty of violating the country's indecency laws.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
Grupos de mídia e blogueiros protestaram da decisão considerando-a como “criminalização da imprensa.”	Media groups and bloggers protest the decision as “criminalization of the press.”	As decisões tomadas o foram graças à interação no Twitter.”
A Playboy Indonésia não continha nenhuma foto de nu.	Playboy Indonesia contained no nude pictures.	O jornalismo está abandonando, aos poucos, por motivos inconfessáveis, a valorização das personagens como elemento de narrativa.
De acordo com dados da Empresa de Pesquisa Energética (EPE), 90% da energia gerada no Brasil em 2009, veio de fontes renováveis - principalmente hidráulica (83,7%), biomassa (5,9%) e eólica, com uma pequena participação (0,3%).	According to data from the Energy Research Company [Empresa de Pesquisa Energética] (EPE), 90% of the energy generated in Brazil in 2009 came from renewable sources, primarily water (83. 7%), biomass (5.9%) and, nominally, wind (0.	Pelo que apreendi na altura e sei hoje, o Estado português, na época, não lhes prestou lá o apoio que deveria.
Para evitar que esta situação afete as relações comerciais em ambas as direções, e ao mesmo tempo para evitar prejudicar os nicaraguenses que vivem na Costa Rica, as autoridades se voltaram para os organismos internacionais para dar uma solução ao conflito da melhor maneira possível.	To keep this situation from affecting trade relations in both directions, and at the same time to avoid affecting Nicaraguans living in Costa Rica, the authorities have turned to international bodies to resolve this conflict in the best possible way.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Dean Córnito no La Suiza Centroamericana [es] observa:	Dean Córnito in La Suiza Centroamericana [es] points out:	Dean Cornito in La Suiza Centroamericana [es] writes,
No final das contas, é melhor tolerar uma violação de nossa soberania por umas poucas semanas até que o sistema inter-Americano de defesa mútua faça um movimento a favor da Costa Rica, do que se envolver numa guerra sem sentido e desnecessária para nós.	All in all, it is better to tolerate a violation of our sovereignty for a few weeks until the inter-American system of mutual defense moves in favor of Costa Rica, than to get involved in a senseless and unnecessary war for us.	Um sistema sem qualquer tipo de controlo cidadão, refém de um modelo económico-financeiro, sem preocupações sociais ou ambientais e que fomenta as desigualdades, a pobreza e a perda de direitos à escala global.
O objetivo é chegar em Santiago, a capital do Chile.	The goal is to arrive in Santiago, the capitol of Chile.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Com sua página no Facebook [es] e outras redes sociais os estudantes estão organizando e espalhando notícias sobre suas atividades à medida que passam pelas diferentes regiões do Chile:	With their Facebook page and other social networks they are organizing and spreading news of their activities as they pass through different areas of Chile:	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Sabemos que é nossa responsabilidade assim como de todo mundo.	We know that this is our responsibility and everyone's.	(…) Quem nos ataca se esquece que somos homens, e acima de tudo, homens de valor (e armados!).
Esperamos que para você este slogan tenha algum significado durante nossa caminhada até Santiago.	We hope that for you this slogan will mean something during our walk continues all the way to Santiago.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
E esperamos que mais estudantes se unam esta grande causa.	And we hope that more students will join this great cause.	Queremos as nossas vidas) [en].
A ideia surgiu em uma das reuniões da Confederação de Estudantes Chilenos (CONFECH [es]), onde junto com estudantes de outras universidades eles concordaram quanto às táticas deste protesto em resposta às políticas de privatização do governo de Sebastián Piñera.	The idea grew from one of the meetings of the Chilean Student Confederation (CONFECH [es]), where together with students from other universities they agreed to this protest tactic in response to the privatization policies of Sebastián Piñera'a government [es].	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
No início, eram somente três estudantes que fizeram a proposta de caminhar todo o percurso até Santiago como forma de chamar atenção para o estado da educação pública e a necessidade de salvá-la [es].	They were, at first, only three students that proposed walking all the way to Santiago, as a way to call attention to the state of public education and the need to save it [es].	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
NÃO FORAM SÓ OS MINEIROS QUE NOS DERAM UMA LIÇÃO.	THE MINERS SHOULDN'T BE THE ONLY ONES TEACHING US LESSONS.	Os representantes do povo nada fazem.
@destinosantiago CAMINHAM EM PROL DA EDUCAÇÃO, POR SEUS FILHOS, POR VOCÊ!	@destinosantiago THEY WALK FOR YOUR EDUCATION, FOR YOUR CHILDREN, FOR YOU!	THE MINERS SHOULDN'T BE THE ONLY ONES TEACHING US LESSONS.  @destinosantiago THEY WALK FOR YOUR EDUCATION, FOR YOUR CHILDREN, FOR YOU!
Ale Botinelli (@alebottinelli) oferece apoio por meio deste tweet:	Ale Botinelli (@alebottinelli) gives his support through this tweet:	Ainda precisamos descobrir quem está patrocinando os eventos no Brasil e manifestar nosso repúdio e boicote.
Nas diferentes cidades pelas quais eles passam no sul do Chile, os estudantes se deparam com votos de boa sorte.	As they pass different cities in southern Chile, the students are met with cheers.	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).
Os três estudantes universitários [es] que partiram de Puerto Montt no último 30 de setembro foram adicionados por três estudantes mais em Osorno (cerca de 110 km depois), e chegaram 12 dias depois em Temuco (cerca de 220 km de Osorno), a capital da região de Araucanía [es].	The three university students [es] that left Puerto Montt this past September 30th, added three more students in Osorno (approx. 110 kilometers), and they arrived 12 days later in Temuco (approx. 220 km from Osorno), the capitol of the Araucanía region.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Chegando lá, foram recebidos por seus companheiros estudantes da Universidade de Frontera [es] (UFRO) e o número de caminhantes aumentou.	There they were received by their fellow students from the University of Frontera (UFRO) and grew their number of walkers.	Pelo que apreendi na altura e sei hoje, o Estado português, na época, não lhes prestou lá o apoio que deveria.
O blog Trinchera de la Imagen [es] says the walk seeks to raise awareness of what is happening at this moment in education as the 2011 National Budget discusses education.	The blog Trinchera de la Imagen [es] says the walk seeks to raise awareness of what is happening at this moment in education as the 2011 National Budget discusses education.	Comunicaciones FECH reports the walk as a peaceful protest that is trying to bring attention to the failure of the Chilean education system, where the cost and sharp tuition increases have affected the budgets of families and students.
State contributions to teaching the public are being scrutinized.	State contributions to teaching the public are being scrutinized.	The Government is working hard on the educational issue.
The demands look to achieve a greater budget for education and reform several laws, according to the blog G80 [es].	The demands look to achieve a greater budget for education and reform several laws, according to the blog G80 [es].	State contributions to teaching the public are being scrutinized. The demands look to achieve a greater budget for education and reform several laws, according to the blog G80 [es].
por meio de um acordo unânime damos apoio e nos unimos ao protesto iniciado pela Federação de Estudantes da Universidade de Los Lagos (Puerto Montt), que iniciaram esta caminhada em sua cidade em direção a capital de nosso país.	Through unanimous agreement we endorse and join the protest started by the Student Federation at the University of Los Lagos (Puerto Montt), who began this walk from their city toward the capitol of our nation.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
A reportagem afirma que o Estado claramente abandonou a educação pública:	The report says the state has clearly abandoned public education:	O jornalismo está abandonando, aos poucos, por motivos inconfessáveis, a valorização das personagens como elemento de narrativa.
De acordo com Cesar Mallipan, num jornal local: “conforme avançamos, pretendemos continuar a discussão sobre nossas reivindicações.	According to Cesar Mallipan's views in a local daily paper: “as we move forward, we intend to continue the discussion of our demands.	“Tenho família que fugiu de Angola em 75.
“Estudantes de todas as universidades chilenas: unam-se a esta caminhada de protesto”	“Students from all Chilean universities join in this march”	“Students from all Chilean universities join in this march” Image from Facebook;
Imagem do Facebook	Image from Facebook;	Photo: Facebook.
Testemunhas e líderes de partido disseram que votos adicionais apareciam sempre que um candidato do PSDU parecia prestes a perder.	No surprise there.  We've said repeatedly that Than Shwe and his team would rig votes.	Pelo que apreendi na altura e sei hoje, o Estado português, na época, não lhes prestou lá o apoio que deveria.
Seguros de que o pleito era uma farsa e de que a junta ditaria o resultado da votação, o movimento pró-democracia, liderado pela ícone Aung San Suu Kyi, havia decidido boicotar as eleições .	Witnesses and party leaders said advanced votes would come in whenever a USDP candidate seemed in danger of losing.  In Rangoon, they called the advanced votes “joker votes.”	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
Não temos uma data exata para a origem das ñatitas, mas o ritual acontece desde os tempos pré-colombianos, um fato que o mestre de La Paz, Sabino Lopes, confirma com seu relato de que antes dos conquistadores espanhóis pisarem em solo americano, as “Chullpas”, que são os restos mortais de líderes falecidos, eram veneradas, sendo retiradas de suas tumbas e celebradas no dia de finados.	The wise Sabino López, La Paz, says that before colonial Spain arrived to the American continent people worshiped the “ Chullpas”, the remains of curacas, officials of the Inca Empire.  On the Day of the Dead their remains were taken from mausoleums and celebrated	The origin of the ñatitas does not have an exact date but can be traced back to Pre-Columbian times.
Ontem, dia 6 de Dezembro, pouco depois de ter levantado voo do aeroporto da Portela, Lisboa, rumo a Luanda, os passageiros e a tripulação que iam a bordo do Boeing 777 ouviram um barulho e uma vibração intensa provocado por várias peças que se soltavam do motor da aeronave e que caíram numa das ruas da cidade de Almada, causando vários prejuízos materiais e ferindo duas pessoas sem gravidade.	Yesterday, December 6, a little after having taken off from Lisbon's Portela Airport, passengers and crew that were aboard the Boeing 777 to Luanda heard a noise and intense vibration caused by a number of parts that came loose from the engine of the airplane.  The parts fell on the streets of the town of Almada, causing some physical damage and injuring two but not seriously.	[com] o afastamento dos militares angolanos, que apesar de inúmeras críticas que lhe podem ser feitas têm sido o garante de alguma estabilidade no país, a Guiné mergulharia numa nova espiral de incerteza.
O Brasil reconhece a OLP - Organização para a Libertação da Palestina - desde 1975 como legítima representante do povo palestino, desde 1993 possui uma Delegação Especial e desde 98 esta possui status de Embaixada.	Since 1975 Brazil has recognized the PLO - Palestine Liberation Organization - as the legitimate representative of the Palestinian people.  Since 1993 it has, in Brazil, had a Special Delegation, and since 1998 the status of Embassy.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
Encontro entre Presidentes Lula da Silva e Mahmoud Abbas em novembro de 2009, Foto de Manu Dias / AGECOM no Flickr de Gov/Ba (Creative Commons 2.0 by)	Meeting between President Lula da Silva and Mahmoud Abbas in November 2009.  Photo by Manu Dias / AGECOM shared by Flickr user Gov/Ba (Creative Commons 2.0 by)	Meeting between President Lula da Silva and Mahmoud Abbas in November 2009.
Palácio Nacional, por caribbeanfreephoto, usado sob uma licença Creative Commons.	a horrible tragedy shook the lives of the people of #Haiti #remember http://bit.ly/bvYqP8	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
@SophieChavanel: Pessoas estão reunidas por toda parte em PAP para comemorar este triste aniversário #haiti #lembre http://yfrog.com/h5asqevj [en]	Pétion-ville cemetery, by caribbeanfreephoto, used under a Creative Commons Licence. Bloggers on the ground in Haiti continue to weigh in.	@SophieChavanel: People are gathering everywhere in PAP to commemorate this sad anniversary #haiti #remember http://yfrog.com/h5asqevj
@JAMGAL2010 #1 ano atrás… uma tragédia horrível chacoalhou as vidas da população do #Haiti #lembre http://bit.ly/bvYqP8 [en]	The Apparent Project Blog writes: The last few days have been hard.	@JAMGAL2010: #1yr ago today….  a horrible tragedy shook the lives of the people of #Haiti #remember http://bit.ly/bvYqP8
Canal de Nawaat no YouTube - fonte de vídeos sobre o que está acontecendo na Tunísia	Nawaat's YouTube channel - a source of videos for what's happening in Tunisia	Vejam a que ponto está chegando a violência no nosso estado do Maranhão.
Após semanas de levantes populares [en] e as dramáticas 24 horas para uma rápida sucessão, o ex-presidente Ben Ali deixou a Tunísia para tentar asilo na Arábia Saudita [en], seu Primeiro-Ministro foi empossado e substituído horas depois pelo presidente do Parlamento Tunisiano, e agora com as eleições programadas para acontecer em dois meses, cerca de 600,000 pessoas da forte diáspora tunisiana que vive na França saíram hoje, no sábado dia 15, para as ruas.	This post is part of our special coverage of Tunisia Revolution 2011. After weeks of popular upraising, and a dramatic 24 hours when in rapid succession, ex president Ben Ali fled Tunisia to seek asylum in Saudi Arabia, his prime minister took power, only to be replaced a few hours later by the head of Tunisian Parliament, and with elections now planned to take place in two month, the 600,000-strong Tunisian diaspora living in France gathered today, saturday 15th, in the streets.	[com] o afastamento dos militares angolanos, que apesar de inúmeras críticas que lhe podem ser feitas têm sido o garante de alguma estabilidade no país, a Guiné mergulharia numa nova espiral de incerteza.
Apesar da preocupação com a violência que persiste na Tunísia, com seus parentes e com o futuro, eles se deram um dia para aproveitar, celebrar e partilhar da grande comoção coletiva.	Despite their concern for the continuous violence in Tunisia, their relatives and the future, they granted themselves one day to rejoice, celebrate and share an overwhelming collective emotion.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Muitos leitores tunisianos e franceses vão guardar o exemplar do dia 15 do jornal francês diário “Libération”, que diz tudo numa só palavra, em francês e árabe: Liberdade.	Thank you for this lesson, Tunisian people You showed us what courage means.  You showed us that we can fight for an idea, even when everything looks locked up by a group.	Many Tunisian and French readers will save today's issue of the French daily “Libération” that says it all, with one word, in French and Arabic: Freedom.
GVO: Estará ainda em construção a comunidade lusófona dos países africanos, a ser articulada a sua necessidade de descolonização?	GVO: Is the Portuguese-speaking community in African countries still under construction, compelled to articulate its need for decolonization?	[com] o afastamento dos militares angolanos, que apesar de inúmeras críticas que lhe podem ser feitas têm sido o garante de alguma estabilidade no país, a Guiné mergulharia numa nova espiral de incerteza.
Ou será uma contradição falar de lusofonia e descolonização, sendo que a língua portuguesa em África é uma herança colonial, o fruto de um processo colonialista, então chamado de “civilizatório”?	Or would it be a contradiction to talk of Lusophone culture and decolonization, considering that the Portuguese language in Africa is a colonial legacy, the result of a colonialist process that was once called “civilizing”?	“Tenho família que fugiu de Angola em 75.  Foi terrível para muita gente, para muitas famílias.
Egito: Será que 25 de janeiro vai ser o dia Intifada Egípcia?	Egypt: Will January 25 be the Day of the Egyptian Intifada?	#Jan25 #Egypt http://twitpic.com/3yf00q
Não sei se é engraçado chamar isso de “revolução” ou não, uma vez que revoluções não são feitas com hora marcada.	I am not sure if it a funny thing to call it a “revolution” or not, since no revolutions are made according to a pre-set schedule.	“Tenho família que fugiu de Angola em 75.  Foi terrível para muita gente, para muitas famílias.
É importante q a gente saiba direitinho o q ta acontecendo, diz respeito a tds nós!	@Avaaz http://bit.ly/StopBeloMonte Among those users, Andréa (@AndrelBarbour), expressed her interest in knowing more about the dam:	(…) Quem nos ataca se esquece que somos homens, e acima de tudo, homens de valor (e armados!).
Cabeçalho de petição contra a hidrelétrica de Belo Monte no site Avaaz	Taking my time to read more about the issue of Belo Monte..	Assine a petição contra Belo Monte: impeça este desastre ambiental na Amazônia! http://avaaz.org/parebelomonte
Na contramão está o blogueiro Alexandre Porto, que escreveu o post “Eu não assino petições contra a Belo Monte“.	It's important that we really get to know what's going on, it concerns all of us!	Assine a petição contra Belo Monte: impeça este desastre ambiental na Amazônia! http://avaaz.org/parebelomonte
Nós mal conseguimos escapar.	We barely got out.	Abandonou-os, mesmo.
Saudi Woman observa [en]:	Kefaya!  #DictatorsOut #Sidibouzid #Jan25	Saudi Woman notes:
começou na Tunísia e foi até o Egito e o Iêmen, eu prevejo que o próximo será a Síria.	Saudi Woman notes: it started in Tunis and moved to Egypt and Yemen, I predict Syria next.	Pelo que apreendi na altura e sei hoje, o Estado português, na época, não lhes prestou lá o apoio que deveria.
Aqueles que tentam entrar em contato com os amigos e parentes no Egito expressaram frustração e preocupações no Twitter.	#jan25 #egypt Those working to contact friends and family in Egypt expressed frustration and concern over Twitter.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Protesto no Sudão: Foto do protesto.	Sudan Protest: Photo Update From the Protest.	Photo: Redes indígenas.
No dia 27, ele pediu aos seus seguidores para que rezassem pelo Egito, expressando medo pelos eventos do dia. Desde então, sua conta no Twitter silenciou-se e os amigos estão preocupados com o seu sumiço.	On the 27th, he asked followers to pray for Egypt, noting his own fear for the day's events.  Since then, his Twitter feed has been silent and friends are concerned that he's gone missing.	[com] o afastamento dos militares angolanos, que apesar de inúmeras críticas que lhe podem ser feitas têm sido o garante de alguma estabilidade no país, a Guiné mergulharia numa nova espiral de incerteza.
Precisamos de sua ajuda para espalhar a notícia e ajudar a localizá-lo #egypt	We need your help to spread the word and help locating him.  #egypt	Ainda precisamos descobrir quem está patrocinando os eventos no Brasil e manifestar nosso repúdio e boicote.
55% de nosso tráfego online ao canal em inglês da Al Jazeera (http://english.aljazeera.net) veio dos EUA e Canadá hoje.	55% of our Al Jazeera English (http://english.aljazeera.net) web traffic is from the US and Canada tonight.  #egypt	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
@rulahabash: | Rezo para que Deus tenha misericórdia dos milhões amanhã, e guie seus passos e cantigas de liberdade.	@rulahabash: | I pray God Sends mercy upon the Millions tomorrow, and guides their footsteps and chants to freedom.	[…] Na confusão perdi meu celular e algumas outras coisas.  O acampamento ficou desbaratado e os ânimos devastados.
| #Jan25 #Egypt |	| #Jan25 #Egypt |	#Jan25 #Egypt
No blog Cantigas do Maio, Aurelio Malva partilha uma imagem alusiva à Revolução dos Cravos, que depôs o regime ditatorial em Portugal - Estado Novo - vigente desde 1933 até ao 25 de Abril de 1974, data em que as pontas das espingardas foram enfeitadas com a flor vermelha.	On the blog of Cantigas do Maio, Aurelio Malva shares an image making allusion to Portugal's Carnation Revolution, which in 1974 deposed the fascist dictatorship in power since 1933.  On April 25, 1974 the barrels of guns were decorated with the red flower.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
O autor do Global Voices Rodrigo Peñalba [en] foi entrevistado recentemente pelo periódico nicaraguense El Nuevo Diario [en].	Global Voices author Rodrigo Peñalba was recently interviewed by Nicaraguan newspaper El Nuevo Diario.  Rodrigo posted his answers to the newspaper's questions in his blog [es]:	Global Voices author Rodrigo Peñalba was recently interviewed by Nicaraguan newspaper El Nuevo Diario.
Egito: Manifestantes pró-Mubarak!	Egypt: Pro-Mubarak Demonstrators!	GMA: Guinataang mais!
Sério!?	Really!?	Seriously?
Os recentes protestos no Egito estão sendo discutidos na blogosfera do Sul da Ásia sob diferentes perspectivas, com os blogueiros acompanhando o desenrolar da insurreição avidamente.	The news of the recent protests in Egypt is being discussed in the South Asian blogosphere in different perspectives.  The bloggers are keen on the developments of the uprising.	A polícia catarinense ainda investiga as circunstâncias da morte do blogueiro.
Vem de dentro.	It comes from within.	It comes from inside.
Seguindo o papel que a rede social Twitter teve nos protestos tunisianos e egípcios, quenianos têm discutido no próprio Twitter se devem emular tais protestos ou não.	Following role the social media site Twitter played in the Tunisian and Egyptian protests, Kenyans are discussing on Twitter whether to emulate these protests or not.	Os representantes do povo nada fazem.  […] É preciso que o mundo saiba o que acontece no Maranhão.
http://globalvoicesonline.org/wp-content/uploads/2011/02/Arabian-Knightz-feat.	http://globalvoicesonline.org/wp-content/uploads/2011/02/Arabian-Knightz-feat.	http://globalvoicesonline.org/wp-content/uploads/2011/02/Arabian-Knightz-feat. -Lauryn-Hill-Rebel-Prod.-Iron-Curtain.mp3
@AbdullahBoftain:	@AbdullahBoftain: He abdicated!	@AbdullahBoftain:
Bahrein: Instantâneos de um dia de protesto e ferimentos	Bahrain: Snapshots from a Day of Protest and Injury	Iran: Today's Protests in Videos
@Awadhi4: Hoje de manhã em Nuwaidrat.	@Awadhi4: Today morning in Nuwaidrat.	(…) Quem nos ataca se esquece que somos homens, e acima de tudo, homens de valor (e armados!).
A polícia esmagou os manifestações em várias cidades hoje, e tanto os vídeos e fotos da repressão estão passando pela censura sobre a internet e fazendo seu caminho pela web.	Police quashed demonstrations in various cities today, and both videos and photos of the crackdown are dodging internet censors, and making their way around the web.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
Pelo menos uma pessoa morreu [As notícias são de que ao menos duas pessoas morreram - nota GV].	At least one person has died.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
As notícias sobre uma revolta em 14 de fevereiro começaram a circular [en] no início do mês.	News began to circulate about a February 14 uprising at the beginning of the month.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
O preconceito é muitas vezes visível no Twitter, como também são os esforços online para sufocar desacordos [en].	The bigotry is often visible on Twitter, as are also online efforts to quell disagreement.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Najeel Rajab [en] postou fotos no Facebook mostrando múltiplos ferimentos [nosmanifestantes] hoje.	Najeel Rajab has posted photos on Facebook showing multiple injuries sustained today.	(…) Quem nos ataca se esquece que somos homens, e acima de tudo, homens de valor (e armados!).
@maryamalkhawaja: Homem atingido por bomba #feb14 #bahrain http://yfrog.com/gy43bigj	@maryamalkhawaja: Man hit with sound bomb #feb14 #bahrain http://yfrog.com/gy43bigj	#bahrain #feb14 http://yfrog.com/h0iiiihj
#Feb14 #Bahrain http://yfrog.com/h41f7ffj	#Feb14 #Bahrain http://yfrog.com/h41f7ffj	#bahrain #feb14 http://yfrog.com/h0iiiihj
1ª um tiro de aviso, 2º ricocheteou e atingiu um manifestante	1st as warning shot 2nd bounced & hit a demonstrator	Alguém fez vibrar um diapasão, a multidão percebeu o tom e procurou a mesma afinação.
Este post é parte de nossa cobertura especial dos Protestos no Bahrein 2011. Paula Góes contribuiu com o post	Paula Góes contributed to the writing of this post.	This post is part of our special coverage Bahrain Protests 2011.
Malásia: Alterando a lei para censurar a Internet?	Malaysia: Amending the law to censor internet?	Southeast Asia: Sex and web censorship
O governo da Malásia está considerando endurecer suas já restritas leis sobre impressos para incluir também as publicações online.	Malaysia's government is considering tightening its already strict laws on printing to include online publications as well.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
No final de janeiro de 2011, o secretário geral do Ministério do Interior Mahmood Adam foi citado [en] dizendo que o Ministério estava considerando alterar a Lei de Imprensa e Publicações (PPPA, na sigla em inglês), modificando a definição de publicação para incluir conteúdo da Internet, entre eles blog, Facebook e conteúdo do Youtube.	In late January 2011, the secretary general of the Home Ministry Mahmood Adam was quoted saying that the Home Ministry was considering amending the Printing Presses and Publications Act (PPPA), changing the definition of publication to include Internet content, including blogs, Facebook and YouTube content.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
O anúncio imediatamente causou críticas da comunidade online que acreditam que a Internet não deve ser controlada.	The announcement immediately drew huge criticism from the online community who believe that the Internet should not be controlled.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Teresa Kok, deputada por Seputeh, publicou [en] uma declaração à imprensa em seu blog, onde afirma que o governo está tentando suprimir a liberdade de pensamento na Malásia.	The Member of Parliament for Seputeh, Teresa Kok, published a press statement in her blog, where she stated that the Government is trying to suppress freedom of speech in Malaysia.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
Esta atitude não é surpreendente porque o governo está cada vez mais ameaçado pela ascenção da mídia online enquanto agente de mudança e democratização na Malásia, como demonstrado pelo divisor de águas que foram os resultados das eleições de março de 2008.	This move is not surprising because the Government is increasingly threatened by the rise and rise of online media as an agent for change and democratization in Malaysia, as demonstrated by the watershed March 2008 election results.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
