source	target	search_result
Die Konfiguration der Softwarequelle konnte nicht verändert werden.	The repository configuration could not be modified.	No Configuration File Found
Die Installation der lokalen Datei ist fehlgeschlagen. Weitere Informationen entnehmen Sie bitte dem detaillierten Fehlerbericht.	One of the selected packages failed to be removed correctly. More information is available in the detailed report.	Unable to locate file %1 which is necessary to run this service. Please check your software installation.
Die Signatur des Pakets kann nicht bestätigt werden.	The packagekitd service could not be started.	Signature not verified
Das Paket enthält keine gültige Signatur und ist daher nicht vertrauenswürdig. Dieses Paket wurde beim Erstellen nicht mit einem GPG-Schlüssel signiert.	The package signature was missing and this package is untrusted. This package was not signed with a GPG key when created.	Public keys not certified with trusted signature for userid(s) %1. The message is not encrypted.
Die Konfiguration der Softwarequelle ist ungültig und kann nicht gelesen werden.	Repository configuration was invalid and could not be read.	Malformed URL. Unable to open this file.
Das zu installierende Pakete ist ungültig. Die Paketdatei ist fehlerhaft oder es handelt sich nicht um ein gültiges Paketformat.	The package you are attempting to install is not valid. The package file could be corrupt, or not a proper package.	The path does not lead to a valid binary. Please check your installation and/ or install the program.
Die Installation des Pakets wurde von den Einstellungen des Paketmanagers verhindert.	Installation of this package was prevented by your packaging system's configuration.	Installing the package %1 failed.
Das heruntergeladene Paket ist fehlerhaft und muss erneut heruntergeladen werden.	The package that was downloaded is corrupt and needs to be downloaded again.	Error during upload. Try again.
Alle ausgewählten Pakete sind bereits auf dem System installiert.	All of the packages selected for install are already installed on the system.	List installed packages
Die angegebene Datei wurde nicht auf dem System gefunden. Vergewissern Sie sich, dass die Datei noch existiert und nicht zwischenzeitlich gelöscht wurde.	The specified file could not be found on the system. Check that the file still exists and has not been deleted.	Sorry, sending files which are not stored locally is not yet supported by this protocol. Please copy this file to your computer and try again.
Die angeforderten Daten konnten in keiner der eingestellten Softwarequellen gefunden werden. Es existieren keine weiteren Spiegelserver.	Required upgrade data could not be found in any of the configured software origins. The list of distribution upgrades will be unavailable.	No Directory Servers Configured
Es ist ein unbekannter Fehler aufgetreten. Bitte melden Sie das Problem. Bitte lesen Sie den detaillierten Fehlerbericht, um weitere Einzelheiten zu erfahren. The group type	Unknown error, please report a bug. More information is available in the detailed report.	New groups could not be retrieved. The following error occurred:
ZugangshilfenThe group type	Accessibility	Entry Type
DienstprogrammeThe group type	Accessories	Tools Kommander GroupBox
LernprogrammeThe group type	Education	& Kind of Group
SpieleThe group type	Games	Game Type
GrafikThe group type	Graphics	Image Type
InternetThe group type	Internet	Network Type
BüroprogrammeThe group type	Office	Tools Kommander GroupBox
AndereThe group type	Other	Other GroupBox
MultimediaThe group type	Multimedia	Multimedia
SystemThe group type	System	System group:
GNOME-ArbeitsumgebungThe group type	GNOME desktop	Tools Kommander GroupBox
KDE-ArbeitsumgebungThe group type	KDE desktop	KDE Text-to-speech Job Manager
XFCE-ArbeitsumgebungThe group type	XFCE desktop	Xsldbg Global Variables
Andere Arbeitsumgebungen	Other desktops	Other Envelope
Schreiben und PublizierenThe group type	Publishing	& Kind of Group
ServerThe group type	Servers	Server group
SchriftartenThe group type	Fonts	Word Type
Systemwerkzeuge	Admin tools	System Processes
Altsystem	Legacy	Alt
LokalisierungThe group type	Localization	The group where the contact resides
VirtualisierungThe group type	Virtualization	& Kind of Group
SicherheitThe group type	Security	Security type
EnergieverwaltungThe group type	Power management	The type of the resource or resource group
KommunikationThe group type	Communication	The group where the contact resides
NetzwerkThe group type	Network	Network Type
KartenThe group type	Maps	& Kind of Group
Software-QuellenThe group type	Software sources	Group by File Type
WissenschaftThe group type	Science	& Kind of Group
Elektronik	Electronics	Electronic
PaketsammlungenThe group type	Package collections	Tools Kommander GroupBox
Nur neueste PaketeThe group type	Newest packages	Only Current Folder
Unbekannte GruppeThe type of update	Unknown group	Tools Kommander Unknown
Einfache AktualisierungThe type of update	Trivial update	Update File Modification Date
Normale AktualisierungThe type of update	Normal update	Update File Modification Date
Wichtige AktualisierungThe type of update	Important update	Update File Modification Date
Sicherheitsrelevante AktualisierungThe type of update	Security update	Update File Modification Date
Erweiterungs-Aktualisierung	Enhancement update	Attachment Extension
Blockierte Aktualisierung	Blocked update	Update Ban
VerfügbarThe type of update	Available	Updating version information...
Unbekannte Aktualisierung	Unknown update	Updating
Es ist kein Neustart erforderlich	No restart is necessary	No recurrence
Nach dieser Aktualisierung ist eine Abmeldung und Wiederanmeldung am System erforderlich	You need to log out and log back in to remain secure.	Remove & Alarm for This Departure
Softwaresignatur erforderlich	A restart is required to remain secure.	Software
Stabil	Stable	Stable
Instabil	Unstable	Stable
Testing	Testing	testing
Das Paket ist nicht installiertThe transaction state	An untrusted package was installed	No Configuration File Found
Paketliste wird erzeugt	A newer package exists	Export List
Einfache Aktualisierung	Review and update	Simple Text Edit
Aktualisierungen wurden automatisch installiert	Security updates are being automatically installed.	Automatically update
KPackagekit - Transaktion	Smart Tray Icon	KPackageMaker
libpackagekit-qt und andere Sachen	libpackagekit-qt and other stuff	kde; Qt;
Suche fehlgeschlagen	SearchName	Search Error Log
Installation nicht möglich	Impossible to install	Cannot Install Skin
Installieren?	Install?	Installing
Die Aktualisierung wurde fertiggestellt	The system update has completed	Update complete.
Nicht jetzt	Not now	not
Einstellungen von KPackageKit	You do n't have the necessary privileges to perform this action.	KPackageMaker
Stündlich	Hourly	Stable
Nur Sicherheitsrelevantes	Security only	Standard Bin Only
Alle Aktualisierungen	All updates	Update All
Zu installierende PaketdateiNAME OF TRANSLATORS	Package file to install	Creating a Directory to hold the Translated Files
Sicherheitsrelevante Aktualisierung	Select all updates	Updating
Abhängig von	GetDepends	different from
Wird benötigt von	Required by	required
Alle Pakete	An additional program is required to open this type of file: %1 Do you want to search for a program to open this file type now?	All Files:
libfoo	libfoo	foo
URL der Signatur:	Signature URL:	Signer:
Schlüssel-Inhaber:	Signature user identifier:	Password Hint:
Kennen Sie den Benutzer und vertrauen diesem Schlüssel?	Do you recognise the user and trust this key?	Password & User Information
Vertrauen Sie der Quelle dieser Pakete?	Do you trust the origin of packages?	Trust Time Stamps?
Bitte lesen Sie die folgenden wichtigen Informationen aufmerksam durch, bevor Sie fortfahren:	Please read the following important information before continuing:	Information:
Aktualisieren...	Update settings	Updating mode...
Nach Aktualisierungen suchen:	Check for updates:	Steps per Update:
Automatisch installieren:	Automatically install:	Update & automatically:
Benachrichtung bei neuen Aktualisierungen	Notify when updates are available	Updating
Herkunft der Pakete	Origin of packages	Package Import
Herkunft von Debug- und Entwicklerpaketen anzeigen	& Show origins of debug and development packages	Show debug messages
Paketname	All packages	Package name:
System aktualisieren	UpdateSystem	Updating System Configuration
Details werden gesucht	SearchDetails	We need more information
Suche beendet	SearchFile	Last Search
Installierte	SimulateInstallFiles	Installed
Intelligentes Kontrollleistensymbol	Package Name	Intelligent controller
Benachrichtung nach Beendigung von zeitintensiven Vorgängen	KPackageKit Settings	--epoch-end nbsp; epoch-time
Eine Bibliothek, die foo macht	Notify when long tasks have been completed	New Library Folder
Zeigt alle PAM-Sicherheitsregeln an	Display PAM security policies	Obey PAM restrictions
Sicherheitsrichtlinie	secpolicy	Security Settings
Verfügbare Dienste:	Available services:	Available:
Der Ordner /etc/pam.d existiert nicht. Ihr System hat entweder keine Unterstützung für PAM oder es gibt andere Einrichtungsprobleme.	/ etc/ pam. d folder does not exist. Either your system does not have PAM support or there is some other configuration problem.	Unable to find or run the program '%1 '. Either it is not installed on your system or it is not in $PATH.
AbakusGenericName	Abakus	< Generic >
TaschenrechnerName	Calculator	File Name Scheme
CharmGenericName	Charm	commonName
iPodComment	iPod	Initialize iPod
Lokales SpeichersystemName	Local Storage	Local System
MtpComment	Mtp	Template Comment
Devicesync-ModulName	Devicesync Plugin	Device Name
DeviceSyncName	DeviceSync	Device name
EWOKGenericName	EWOK	< Generic >
QEmu-OberflächeName	QEmu Frontend	kdesu -i konqueror kfmclient
FilelightGenericName	Filelight	Filelight
Nutzungsinformationen zu Festplatten anzeigenName	View disk usage information	Filesystem Utilization Viewer
Radialansicht	RadialMap View	Radial
Galmuri-Ziel-ModulName	Galmuri Target Plugin	Nepomuk Configuration Module
Speichert Dateien und Ordner durch Nutzung von KIOName	Store files and directories using KIO	The Files & kdm; Uses for Configuration
GwenRenameGenericName	GwenRename	Rename Pattern
Dienstprogramm zur Stapel-Umbenennung für KDEName	A batch renaming tool for KDE	Klaus Stauml; rk staerk@kde. org
Mit GwenRename umbenennenName	Rename with GwenRename	File Renamer
KamionGenericName	Kamion	< Generic >
MigrationswerkzeugComment	Migration Tool	Tools Kommander
Migration des Benutzerzustands und DatensicherungswerkzeugName	User state migration and backup tool	Kexi Data Migration Driver
KDBusComment	KDBus	KDevQtHelp
Ein Dienste-Browser für D-BUSName	A D-Bus service browser	Launch D-Bus Browser
PowerSaveComment	PowerSave	PowerSaving
Ein Werkzeug zum Umbenennen von DateienName	A tool for renaming files	Folder Rename Folder
kdigestComment	kdigest	Digest:
Digest-DateiprüferComment	Digest file checker	Send As Digest
MD5-Digest-DateiComment	MD5 digest file	DIGEST-MD5
Einfache DateiüberprüfungComment	Simple File Verification	Comment=Debian Package
SHA1-Digest-DateiName	SHA1 digest file	SHA1 digest:
Kristallografisches AustauschformatName	Crystallographic Interchange Format	Format name:
„ Chemical Markup Language“ -DokumentName	Chemical Markup Language Document	"Hypertext Markup Language ""HTML"""
SMILES-FormatName	SMILES Format	Format Add Smiley
ToGenBank-FormatName	ToGenBank Format	Format as a name
IUPAC internationales chemisches IdentifizierungszeichenName	IUPAC International Chemical Identifier	Chemical Symbol
JCAMP spektroskopisches DatenaustauschformatName	JCAMP Spectroscopic Data Exchange Format	JPEG File Interchange
MDL-MolfileName	MDL Molfile	MDL
MDL-StrukturdatendateiName	MDL Structure Data File	MDL
SYBYL portables DarstellungsformatName	SYBYL Portable Representation Format	Portable Pixmap Image (. ppm)
Protein-DatenbankformatName	Protein DataBank Format	File Naming Scheme
ShelX-DokumentName	ShelX Document	File Naming Scheme
Visuelle molekulare DynamikName	Visual Molecular Dynamics	A digiKam Image Plugin
XYZ-KoordinatenformatName	XYZ Coordinate Format	X-coordinate
KHTML Installation von BenutzerskriptenName	KHTML Userscript Installer	KHTMLSettings
Unterstützung für Benutzerskripte (GreaseMonkey)Comment	Userscript (GreaseMonkey) Support	Enables Kross scripting support
Ausführen von Benutzerskripten um das Verhalten von Internetseiten zu erweiternName	Executes custom scripts to extend webpages' behavior	User Scripts
knowareComment	knoware	For Comment
KonstantinComment	konstantin	Template Comment
Ein Bildschirmaufnahmeprogramm für KDEName	A screen recorder for KDE	KDED-module for screen-management
KRegExpEditorGenericName	KRegExpEditor	Click to run Regular Expression Editor (KRegExpEditor)
Editor für reguläre AusdrückeName	Regular Expression Editor	Name Regular Expression Replacement
BytesEdit-WidgetName	RegExp Editor Widget	BytesEdit Widget
KDE-LaufzeitbeobachterComment	KDE Runtime Observer	KDE Ati Monitor
Beobachtet KDE-Laufzeitbeziehungen zwischen untergeordneten Elementen, Signalen, ...GenericName	Observes KDE runtime relationships (containment, signals...)	kdiff3 dir1 dir2 dir3 kdiff3 dir1 dir2 dir3 -o destdir
Systemmonitor (dev)Comment	System Monitor (dev)	System Monitor
K-Systemmonitor (GKrellM-Stil)Name	K System Information Monitor (GKrellM style)	GNU Krell Monitors
KSim2Comment	KSim2	LightSalmon2
Modul zum Überwachen von LaufwerkenName	Disk Monitor Plugin	System Notification Control Panel Module
FestplatteName	Disk	File Naming
DFreeComment	DFree	Dfree command:
Monitor für eingehängte PartitionenComment	Mounted Partitions Monitor	Embedded Konsole
Lm_sensors-StatusmonitorName	Lm_sensors Status Monitor	lm-sensors
Lm_sensorsComment	Lm_sensors	lm-sensors
E-Mail-MonitormodulName	Mail Monitor Plugin	Contact EMail-1 Display Name
Netz-StatusmonitorName	Net Status Monitor	Network Monitor
NetzComment	Net	Track Comment
Snmp-StatusmonitorName	Snmp Status Monitor	Samba status monitor
SnmpName	Snmp	SNMP
KSupplicantComment	KSupplicant	Duplicate Segment
IEEE 802.1x SupplicantName	IEEE 802.1x supplicant	IEEE 802.1X
KvkbdComment	Kvkbd	qxsldbg Message
Eine virtuelle Tastatur für KDEGenericName	A virtual keyboard for KDE	ktouch URL KDE Generic Options Qt Generic Options
Virtuelle TastaturName	Virtual Keyboard	Template Name Invalid
LithiumGenericName	Lithium	Lithium
Programm zur EnergieverwaltungName	Power Management Tool	Program Name
Tweak KDE	Tweak KDE	Help About KDE
Eine virtuelle TastaturName	Visual Keyboard	A virtual, on-screen keyboard
VikiName	Viki	Nickname
WorKflow Kate-BefehleComment	WorKflow Kate Commands	kate --tempfile
WorKflow-Befehlsbibliothek für KateName	WorKflow command library for the Kate editor	kate --help-qt
WorKflow Kate-ModulComment	WorKflow Kate Plugin	Kate Javascript Console Window
WorKflow-Unterstützung für KateName	WorKflow support for the Kate editor	kate --help-qt
WorKflow-DateibefehleComment	WorKflow File Commands	KonsoleKalendar
WorKflow-DateibefehlsbibliothekName	WorKflow file command library	Workflow
WorKflow-BildbefehleComment	WorKflow Image Commands	Image Editing/ Workflow Tools
WorKflow-Befehlsbibliothek für BildbearbeitungName	WorKflow command library for image manipulation	Image Editing/ Workflow Tools
WorKflow-TextbefehleComment	WorKflow Text Commands	Tools Kommander TextLabel
WorKflow-Befehlsbibliothek für TextbearbeitungName	WorKflow command library for text manipulation	KDE Text-to-speech Job Manager
WorKflow-StandardbefehleComment	WorKflow Standard Commands	A Standard Workflow Proposal
Standard-WorKflow-BefehlsbibliothekName	Standard WorKflow command library	A Standard Workflow Proposal
WorKflowComment	WorKflow	Track Comment
Eine KDE-KPart-AnwendungComment	A KDE KPart Application	A KDE KPart Application
WorKflow-BefehlsbibliothekComment	WorKflow Command Library	Heiko Evermann heiko@evermann. de
LIRC-Server für KDEComment	KDE Ati Monitor	KDE LIRC Server
Netz-Statusmonitor	Catalog Information	Network Monitor
%1 wird nach %2 kopiert...	Copying %1 to %2...	%1: = %2
Gerät & trennen	& Disconnect Device	& Rescan Devices
Mit & allen verfügbaren Geräten verbinden	& Connect All Available Devices	All devices
Nach Geräten & suchen	& Scan for Devices	Search & collection
DeviceSync	DeviceSync	KitchenSync
(C) 2008 Dario Freddi	(C) 2008 Dario Freddi	(c) 2008 Dario Freddi
Bitte warten Sie, die Verbindung zu %1 wird hergestellt...	Please wait, connecting %1...	%1 contacted. Waiting for reply...
& Ordner erstellen	Create & Folder	& Organize...
& Datei löschen	& Delete File	& Remove File
Bitte geben Sie einen Namen für dieses Objekt ein:	Please enter the new name for this object:	Unknown image format. Please enter a valid suffix.
iPod	iPod	iTunes
Lokales Speichersystem	Local storage	Local System
Mtp-Gerät	Mtp Device	MTP Collection
Mtp-Gerät (seriell %1)	Mtp Device (serial %1)	Monitor %1 (primary)
Diese Operation löscht alle Daten auf dem Gerät. Möchten Sie trotzdem forfahren?	This will destroy all data on device. Do you want to continue?	Destroy All Data on Device?
Gerät formatieren	Format Device	Format Menu
Gerät & formatieren	& Format Device	Device & type
Gerätenamen eingeben	Set Device & Name	device name
Graphische Darstellung der Festplattenbelegung	Graphical disk-usage information	Filesystem Configuration
(C) 2006 Max Howell (C) 2008, 2009 Martin Sandsmark	(C) 2006 Max Howell (C) 2008, 2009 Martin Sandsmark	Documentation copyright 2009 Martin Sandsmark sandsmark@samfundet. no
Martin Sandsmark	Martin Sandsmark	Program copyright 2009 Martin Sandsmark sandsmark@samfundet. no
Max Howell	Max Howell	Michael Howell
Hilfe und Unterstützung	Help and support	& Help...
Steffen Gerlach	Steffen Gerlach	Stephan Johach
Inspiration	Inspiration	Initiation
Original-Dokumentation	Original documentation	Original Program
‚ Pfad‘ einlesen	Scan'path '	Bh ā drapad
& Persönlichen Ordner einlesen	Scan & Home Folder	& Stas. Verberkt;
& Basisordner einlesen	Scan & Root Folder	& Base Settings
Erneut einlesen	Rescan	Re-wrote.
& Kürzlich eingelesene	& Recent Scans	& Read only
& Up: /home/mxcl	Select folder to scan...	& Ctrl; Home Go
Hier & Konqueror öffnen	Open & Konqueror Here	Open & Konqueror Here
Hier Konsole öffnen	Open & Konsole Here	Open & Konsole Here
Hier neuen & Mittelpunkt der Ansicht setzen	& Center Map Here	New Main & Window
KDE-Farben	KDE Colors	KDE color scheme
Hoher Kontrast	High Contrast	High Contrast
Dieser Ordner ist bereits vom Einlesen ausgeschlossen	That folder is already set to be excluded from scans	This file is not editable
Die eingegebene Adresse kann nicht eingelesen werden, sie ist ungültig.	The entered URL cannot be parsed; it is invalid.	The address you have entered is not valid.
Filelight benÃ¶tigt absolute Pfade, z. B. /%1	Filelight only accepts absolute paths, eg. / %1	& filelight; 1.9 Screenshot
Ordner nicht gefunden: %1	Folder not found: %1	Not Found: %1
Auf %1 kann nicht zugegriffen werden. Ihre Zugriffsrechte reichen nicht aus.	Unable to enter: %1 You do not have access rights to this location.	Access denied. Could not write to %1.
Einlesen abbrechen...	Aborting Scan...	Stopping...
(c) 2002-2004 Max Howell \t\t\t (c) 2008-2009 Martin T. Sandsmark	(c) 2002-2004 Max Howell \t\t\t (c) 2008-2009 Martin T. Sandsmark	(c) 1997-2002 Martin R. Jones (c) 2003-2004 Chris Howells
Einlesevorgang: %1	Scanning: %1	Comment: %1
Einlesevorgang beendet, die Ansicht wird erzeugt...	Scan completed, generating map...	Ctrl; L View...
Einlesen fehlgeschlagen: %1	Scan failed: %1	VorbisVer: %1
BenutztNAME OF TRANSLATORS	Used	_: NAME OF TRANSLATORS Your names
Einstellungen - Filelight	Settings - Filelight	Settings Configure Filelight...
Diese Ordner ausschließen:	Do & not scan these directories:	Exclude:
Verhindert das Einlesen von Dateisystemen, die nicht auf diesem Rechner sind wie z. B. NFS- oder Samba-Freigaben.	Prevents scanning of filesystems that are not on this computer, e. g. NFS or Samba mounts.	Writable Allow both read and write requests on this NFS volume. The default is to disallow any request which changes the filesystem
& Netzwerk-Dateisysteme ausschließen	Exclude remote filesystems	& Remove Connection
Ermöglicht das Einlesen von Ordnern, die Teil anderer Dateisysteme sind. Wenn diese Einstellung nicht aktiviert ist, wird dadurch fÃ¼r gewöhnlich /mnt beim Einlesen von / ausgeschlossen.	Allows scans to enter directories that are part of other filesystems. For example, when unchecked, this will usually prevent the contents of / mnt from being scanned if you scan /.	This option defines whether users may execute. desktop files that are not part of the system-wide desktop icons, KDE menu, registered services or autostart services. When access to a command shell is restricted it is recommended to disable the execution of arbitrary. desktop files as well since such. desktop files can be used to circumvent the command shell restriction.
Über & Dateisystemgrenzen hinaus einlesen	Scan across filesystem & boundaries	& Overwrite File
Verhindert das Einlesen von Wechseldatenträgern (z. B. CD-Roms).	Prevents Filelight from scanning removable media (eg. CD-ROMs).	CD/ DVD-ROM
& Wechselmedien ausschließen	Exclude removable media	& Remove Separator
Hier können Sie den Kontrast der Dateiübersicht in Echtzeit ändern.	Here you can vary the contrast of the filemap in realtime.	Remember contrast adjustments in the file properties for the current file
Die SchriftgrÃ¶Ãe von auseinander gezogenen Beschriftungen kann relativ zur Ordnertiefe angepasst werden. Dadurch lassen sich wichtige Ordner schneller finden. Sie sollten einen sinnvollen Wert für die minimale SchriftgrÃ¶Ãe setzen.	The font size of exploded labels can be varied relative to the depth of the directories they represent. This helps you spot the important labels more easily. Set a sensible minimum font size.	Below this, you can set a Font size adjustment for this encoding. Sometimes the fonts you want to use for a particular encoding or language are much larger or smaller than average, so you can use this setting to bring them into line.
Angepasste Schriftgröße für Beschriftungen	Vary label font sizes	Format Font Size
Kantenglättung lÃ¤sst die DateiÃ¼bersicht klarer und schöner aussehen, verlangsamt jedoch auch die Darstellungsgeschwindigkeit.	Anti-aliasing the filemap makes it clearer and prettier, unfortunately it also makes rendering very slow.	& lt; normal file=quot; picture. pngquot; tint=quot; #ddddddquot; alpha=quot; 1.0quot; /gt;
& Kantenglättung	& Use anti-aliasing	& ktuberling;
Manche Dateien sind zu klein, um in der DateiÃ¼bersicht einzeln dargestellt zu werden. Wenn diese Einstellung aktiviert ist, werden zu kleine Dateien in einem Segment zusammengefasst dargestellt.	"Some files are too small to be rendered on the filemap. Selecting this option makes these files visible by merging them all into a single ""multi-segment""."	With this option enabled diff will treat a file that only exists in one of the directories as empty in the other directory. This means that the file is compared with an empty file and because of this will appear as one big insertion or deletion.
Kleine Dateien anzeigen	Show small files	Show small files
Dies ist die kleinste Schriftgröße, die Filelight für Beschriftungen benutzen darf.	The smallest font size Filelight can use to render labels.	Ctrl; F: Filelight view
& Minimale Schriftgröße:	Minimum font size:	& Minimum Answer Length:
Fehler in repositories.xml in Zeile %1, Spalte %2: %3	Error in repositories. xml at line %1, column %2: %3	XML parsing error in line %1, column %2 of %3: %4
repositories.xml lässt sich nicht zum Schreiben öffnen	Could not open repositories. xml for writing	Cannot Open Resource For Writing
Neuer Auftrag...	New Job...	& New Task...
Neuen Auftrag erstellen	Create A New Job	Create a new task
Schritt 1: Grundeinstellungen	Date Settings	E 1 Basic Setup
Sie müssen einen Namen für den Auftrag eingeben.	You must enter a job name.	You must give a name.
Galmuri	Galmuri	Gurmukhi
(c) 2007, Park„ segfault“ J. K.	"(c) 2007, Park ""segfault"" J. K."	"(c) 2008, Park ""segfault"" Joon-Kyu"
Park„ segfault“ J. K.	"Park ""segfault"" J. K."	"Park ""segfault"" Joon-Kyu"
ProjektbetreuerNAME OF TRANSLATORS	Project maintainer	_: NAME OF TRANSLATORS Your names
GwenRename	GwenRename	Gwenview
& Ordner umbenennen	Rename & folder	& Sort Images
& Dateien umbenennenen	& Rename files	& Overwrite File
Bitte wählen Sie den Speicherort der Dateien aus, die Sie umbenennen möchten.	Please select the location of the files you want to rename	Then enter the name you wish to give the files. The # character must be present within the name. The files will then be renamed, where the # character is replaced by a different number for each file.
Suchmuster	Search string	KBugBuster
Bitte fügen Sie ein Suchmuster zur Auswahl von Elementen in GwenRenames Elementliste ein.	Please insert a string to be used to select items in GwenRename item list	Gwenview User Manual
Suchmuster:	Search string:	Neuter:
Elementauswahl umkehren Wenn diese Einstellung aktiviert ist, werden Elemente ausgewählt, die nicht auf das Suchmuster passen.	Invert selection in item list When checked, only items that do not match the search string will be selected	Remove selected element(s)
Elementauswahl umkehren	Invert selection in item list	Change Element
Zur aktuellen Auswahl hinzufügen Normalerweise wird eine bestehende Auswahl durch diese Aktion ersetzt. Wenn diese Einstellung jedoch ausgewählt ist, werden durch die Aktion Elemente zur bestehenden Auswahl hinzugefügt. Hinweis: Wenn gleichzeitig die Einstellung Elementauswahl umkehren aktiviert ist, werden die Elemente aus der Auswahl entfernt.	Add to current selection Normally, this operation will replace your current selection. When checked, items selected by this operation will be added to the current selection. Note: If Invert selection in item list is checked, items selected by this operation will be removed from the current selection.	Select this option to accept/ reject all cookies from this site. Choosing this option will add a new policy for the site this cookie originated from. This policy will be permanent until you manually change it from the System Settings (see WebBrowsing/ Cookies in the System Settings).
Zur aktuellen Auswahl hinzufügen	Add to current selection	& Add to current selection
Speicherort der umzubenennenden Dateien	Location of files to rename	File Location
Ab Stelle:	Start at character:	Above:
Anzahl an Stellen:	Number of characters:	Amount:
Optionen für die Ausgabe	Output options	Publication Options
Ursprünglichen Namen verwenden	Use original name	Original name
Ersetzen mit:	Replace with:	Replace with:
In Kleinbuchstaben umwandeln	Convert to lowercase	Switch to lowercase
In Großbuchstaben umwandeln	Convert to uppercase	Convert To
Erstes Zeichen groß	Capitalize first letter	FIRST BIG ONE
Die Anfangsbuchstaben groß schreiben	Capitalize starting letters	Large font
Name angeben:	Specify name:	Given name:
Teil des ursprünglichen Namens verwenden	Use part of the original name	Original name
Präfix - Suffix	Prefix - Suffix	--prefix
Zeitstempel-Information verwenden	Use time-stamping info	Use Time & & Date
Numerische Sortierung verwenden	Use numeric sorting	Sort Data
Ordner mischen	Shuffle folders	Sorting Order
Leerzeichen-Umwandlung	Space manipulation	Symbol, Modifier
Leerzeichen umwandeln in	Convert space characters to	Change Label Font
Bindestrich	dash	Binh Dinh
Konvertieren von	Convert from	Convert To
zu Leerzeichen	to space characters	Că lă raş i
Zähler aktivieren	Enable Counter	Activate Task
Start:Ending value	Start:	Start value:
Anzahl der Stellen:	Number of Digits:	Jobs:
Gleiche Anzahl an Stellen	Same number of digits	Yearly Same Position
Nummerierung mit Schrittweite verwenden	Use'relaxed 'numbering	for variable = number to number step number {...}
Dateierweiterungn	Extension	Expandable Folders
Ursprüngliche Dateierweiterung verwenden	Use original extension	Embed Original File
Neue Dateierweiterung:	New extension:	New file:
Zusammengesetzte Dateierweiterungen verwenden	Use compound extensions	& Expand All Folders
Dateierweiterung speichern	Save extension	Preserving Disk Space
Dateierweiterung löschen	Delete extension	Delete File(s)
Profile verwenden	Use profiles	profile
Standardprofil laden	Load default profile	Standard profile
Profil umbenennen	Rename profile	Modify Profile
Datumstyp	Date type	Data Type
Datum der letzten Änderung	Last modified date	Last Modification Time
Datum des letzten Lesezugriffs	Last read date	Last Reading Access
Vordefinierte Ausdrücke:	Predefined expressions:	Predefined:
Benutzerdefinierte Ausdrücke:	User defined expressions:	User Defined Crossword
Beispiel für Ausdruckswerte	Example of expression value	example
EXIF-Information verwenden, wenn verfügbarNAME OF TRANSLATORS	Use Exif info when available	Show Exif Info
Thomas Reitelbach, Mark ZieglerEMAIL OF TRANSLATORS	Your names	_: EMAIL OF TRANSLATORS Your emails
tr@erdfunkstelle.de, mark.ziegler@rakekniven.de	Your emails	juergen. nagel@student. fh-reutlingen. de
Modusauswahl	Mode selection	Selection Mode
Der Ordner %1 wurde als einziger Parameter an GwenRename übergeben. Möchten Sie den Ordner oder die enthaltenen Dateien im Ordner umbenennen?	The folder %1 is the only parameter passed to GwenRename. Do you want to rename this folder, or the files contained in it?	The path for '%1 'has been changed. Do you want the files to be moved from '%2' to '%3 '?
Dienstprogramm zur Stapel-Umbenennung für KDE	A batch renaming tool for KDE	KDE Services Configuration
(C) 2003 - 2009 Spiros Georgaras	(C) 2003 - 2009 Spiros Georgaras	(c) 2003 George Staikos
Spiros Georgaras	Spiros Georgaras	George Kiagiadakis
Profile deaktivieren	Disable profiles	Delete profile
Umzubenennende Dateien, oder	File(s) to be renamed, or	& Modify File...
Umzubenennende Ordner, oder	Folders to be renamed, or	of Ordibehesht
Speicherzuordnungsfehler Das Programm kann keinen Speicher für seine Ausführung belegen. Schließen Sie ein paar Programme und versuchen Sie es erneut	Memory allocation error The program could not allocate memory needed for its execution. Close some applications and try again	Cannot load button image %1 Program cannot continue
Der Ordner„ %1“ kann nicht umbenannt werden Sie haben keine Schreibrechte für diesen Ordner.	Directory '%1 'cannot be renamed. You do not have write permission to this directory.	Unable to enter %1. You do not have access rights to this location.
Datei‚ %1‘ existiert nicht. Prüfen Sie Ihre Auswahl und versuchen Sie es erneut	File '%1 'does not exist. Please check your selection and try again.	File '%1 'not found in the archive
Die Datei‚ %1‘ kann nicht umbenannt werden. Sie haben keine Schreibrechte an dieser Datei.	File '%1 'cannot be renamed. You do not have write permission to this file.	Access denied: cannot write to file %1. Please check your permissions.
Ungültiger Dateityp ausgewählt. Sie können nur normale Dateien oder Ordner umbenennen.	Invalid file type selected. You can rename normal files or directories.	Unable to perform requested operation. Please select only one folder, or several files, but do not mix files and folders.
Ungültige Auswahl. Es ist nicht möglich, Dateien und Ordner im gleichen Durchlauf umzubenennen.	Invalid selection. You can not mix files and directories in the same renaming function.	Error: Unable to change to directory %1.
Ungültige Auswahl. Die Dateien müssen sich im selben Ordner befinden.	Invalid selection. The files must be in the same directory.	Unable to perform requested operation. Please select only one folder, or several files, but do not mix files and folders.
Ungültige Auswahl. Sie können nicht den aktuellen oder den darüber liegenden Ordner umbenennen.	Invalid selection. You cannot rename the current or parent directory.	Unable to generate sorting number. Please change manually.
Der Ordner %1 ist leer.	Folder %1 is empty.	%1 are empty
Zeitstempelformat	Time stamping format	Time format
